State,Station_Number,Station_Name,Station_WMO,Latitude,Longitude,ZIP Codes,FIPS,SUBGRID,el_src_h1,el_sit_h1,el_sit_sub_h1,el_del_h1,el_src_c1,el_sit_c1,el_sit_sub_c1,el_del_c1,ng_src_h1,ng_sit_h1,ng_del_h1,ng_src_c1,ng_sit_c1,ng_del_c1,el_src_h2,el_sit_h2,el_sit_sub_h2,el_del_h2,el_src_c2,el_sit_c2,el_sit_sub_c2,el_del_c2,ng_src_h2,ng_sit_h2,ng_del_h2,ng_src_c2,ng_sit_c2,ng_del_c2,el_sit_t1,ng_sit_t1,el_sit_t2,ng_sit_t2,STATE,h1_emissions,c1_emissions,t1_emissions,h2_emissions,c2_emissions,t2_emissions,h1_cost,c1_cost,t1_cost,h2_cost,c2_cost,t2_cost,emissions_comparison,cost_comparison,h1_cop,elec_price,ng_price,ratio_price,grid_emissions
KS,G2900130,Olathe Johnson Co,724468,38.85,-94.73,66221,29013,SPNO,21.42,6.76,0.505,19.37,5.03,1.59,0.295,9.79,0,0,0,0,0,0,0,0,0.43,0,4.82,1.52,0.14,9.9,22.47,20.73,19.69,0,0,0,38.57,19.15,31.51,39.88,MO,0.001037596,0.000227086,0.001264682,0.001039585,0.000217088,0.001256673,0.18102458,0.042578267,0.223602847,0.196860659,0.040703752,0.237564411,0.006372949,-0.058769594,2.865384615,28.25322392,10.0192864,2.819883851,0.143
MO,G2900150,Whiteman Afb,724467,38.72,-93.55,65305,29015,SRMW,24.69,7.8,0.58,22.15,5.01,1.58,0.36,9.57,0,0,0,0,0,0,0,0,0.465,0,4.8,1.51,0.165,9.67,25.72,23.72,22.54,0,0,0,39.73,19.14,31.56,42.87,MO,0.001774339,0.000334541,0.00210888,0.00118953,0.00031972,0.001509249,0.208874516,0.042310479,0.251184995,0.225254937,0.040435964,0.265690901,0.397303702,-0.054596924,2.83974359,28.25322392,10.0192864,2.819883851,0.212
MO,G2900170,Cape Girardeau Municipal Ap,723489,37.23,-89.57,63780,29017,SRMW,21.29,6.72,0.535,19.06,3.57,1.13,0.325,7.29,0,0,0,0,0,0,0,0,0.42,0,3.39,1.07,0.14,7.34,22.17,20.45,19.43,0,0,0,38.13,19.16,31.05,39.61,MO,0.001536137,0.00023926,0.001775397,0.001025543,0.000226556,0.001252099,0.179953429,0.030260026,0.210213455,0.194201663,0.028653299,0.222854962,0.417936324,-0.056725267,2.836309524,28.25322392,10.0192864,2.819883851,0.212
MO,G2900190,Columbia Regional Airport,724450,38.82,-92.22,65201,29019,SRMW,30.83,9.74,0.645,27.22,3.8,1.2,0.455,7.32,0,0,0,0,0,0,0,0,0.5,0,3.65,1.15,0.2,7.4,31.64,29.19,27.73,0,0,0,41.45,19.17,31.26,48.37,MO,0.002198867,0.000254082,0.002452949,0.001463844,0.000243495,0.001707339,0.260825357,0.032134541,0.292959898,0.27720032,0.030795602,0.307995922,0.436708998,-0.048818907,2.794661191,28.25322392,10.0192864,2.819883851,0.212
MO,G2900210,St Joseph Rosecrans Memorial,724490,39.77,-94.9,66024,29021,SPNO,29.73,9.39,0.64,26.81,4.77,1.51,0.42,9.43,0,0,0,0,0,0,0,0,0.515,0,4.59,1.45,0.195,9.54,31.11,28.7,27.27,0,0,0,41.37,19.19,31.58,47.89,MO,0.001432497,0.00021566,0.001648157,0.001439271,0.000207091,0.001646361,0.251452782,0.040435964,0.291888746,0.272547078,0.038829237,0.311376314,0.001090356,-0.062585262,2.855165069,28.25322392,10.0192864,2.819883851,0.143
MO,G2900230,Poplar Bluff Amos,723300,36.77,-90.47,63901,29023,SRMW,15.9,5.02,0.415,14.69,5.33,1.68,0.205,10.69,0,0,0,0,0,0,0,0,0.375,0,5.1,1.61,0.105,10.81,16.99,15.68,14.89,0,0,0,36.74,19.11,31.51,34.78,MO,0.001150779,0.000355715,0.001506494,0.000786333,0.000340893,0.001127227,0.134429496,0.044988357,0.179417853,0.148903769,0.043113842,0.192017612,0.336460725,-0.065617722,2.926294821,28.25322392,10.0192864,2.819883851,0.212
MO,G2900250,St Joseph Rosecrans Memorial,724490,39.77,-94.9,66024,29025,SRMW,29.73,9.39,0.64,26.81,4.77,1.51,0.42,9.43,0,0,0,0,0,0,0,0,0.515,0,4.59,1.45,0.195,9.54,31.11,28.7,27.27,0,0,0,41.37,19.19,31.58,47.89,MO,0.002123701,0.00031972,0.002443421,0.001439271,0.000307016,0.001746286,0.251452782,0.040435964,0.291888746,0.272547078,0.038829237,0.311376314,0.399209775,-0.062585262,2.855165069,28.25322392,10.0192864,2.819883851,0.212
MO,G2900270,Columbia Regional Airport,724450,38.82,-92.22,65201,29027,SRMW,30.83,9.74,0.645,27.22,3.8,1.2,0.455,7.32,0,0,0,0,0,0,0,0,0.5,0,3.65,1.15,0.2,7.4,31.64,29.19,27.73,0,0,0,41.45,19.17,31.26,48.37,MO,0.002198867,0.000254082,0.002452949,0.001463844,0.000243495,0.001707339,0.260825357,0.032134541,0.292959898,0.27720032,0.030795602,0.307995922,0.436708998,-0.048818907,2.794661191,28.25322392,10.0192864,2.819883851,0.212
MO,G2900290,Kaiser Mem  Awos,724459,38.1,-92.55,,29029,SRMW,18.9,5.97,0.465,16.75,4.91,1.55,0.245,9.16,0,0,0,0,0,0,0,0,0.41,0,4.71,1.49,0.12,9.26,19.39,17.89,17,0,0,0,37.64,19.15,31.43,37.04,MO,0.001362514,0.000328189,0.001690703,0.000897162,0.000315485,0.001212647,0.159869341,0.041507115,0.201376456,0.169890844,0.039900388,0.209791232,0.394225265,-0.040110236,2.805695142,28.25322392,10.0192864,2.819883851,0.212
MO,G2900310,Cape Girardeau Rgnl AP,723290,37.233,-89.567,63780,29031,SRMW,21.29,6.72,0.535,19.06,3.6,1.14,0.325,7.34,0,0,0,0,0,0,0,0,0.42,0,3.41,1.08,0.14,7.38,22.17,20.45,19.43,0,0,0,38.13,19.16,31.06,39.61,MO,0.001536137,0.000241378,0.001777515,0.001025543,0.000228674,0.001254217,0.179953429,0.030527814,0.210481243,0.194201663,0.028921087,0.22312275,0.417230771,-0.056657187,2.836309524,28.25322392,10.0192864,2.819883851,0.212
MO,G2900330,Whiteman Afb,724467,38.72,-93.55,65305,29033,SPNO,24.69,7.8,0.58,22.15,5.01,1.58,0.36,9.57,0,0,0,0,0,0,0,0,0.465,0,4.8,1.51,0.165,9.67,25.72,23.72,22.54,0,0,0,39.73,19.14,31.56,42.87,MO,0.001196842,0.000225657,0.001422499,0.00118953,0.00021566,0.00140519,0.208874516,0.042310479,0.251184995,0.225254937,0.040435964,0.265690901,0.012318205,-0.054596924,2.83974359,28.25322392,10.0192864,2.819883851,0.143
MO,G2900350,Poplar Bluff Amos,723300,36.77,-90.47,63901,29035,SRMW,15.9,5.02,0.415,14.69,5.33,1.68,0.205,10.69,0,0,0,0,0,0,0,0,0.375,0,5.1,1.61,0.105,10.81,16.99,15.68,14.89,0,0,0,36.74,19.11,31.51,34.78,MO,0.001150779,0.000355715,0.001506494,0.000786333,0.000340893,0.001127227,0.134429496,0.044988357,0.179417853,0.148903769,0.043113842,0.192017612,0.336460725,-0.065617722,2.926294821,28.25322392,10.0192864,2.819883851,0.212
KS,G2900370,Olathe Johnson Co,724468,38.85,-94.73,66221,29037,SPNO,21.42,6.76,0.505,19.37,5.03,1.59,0.295,9.79,0,0,0,0,0,0,0,0,0.43,0,4.82,1.52,0.14,9.9,22.47,20.73,19.69,0,0,0,38.57,19.15,31.51,39.88,MO,0.001037596,0.000227086,0.001264682,0.001039585,0.000217088,0.001256673,0.18102458,0.042578267,0.223602847,0.196860659,0.040703752,0.237564411,0.006372949,-0.058769594,2.865384615,28.25322392,10.0192864,2.819883851,0.143
MO,G2900390,Springfield Regional Arpt,724400,37.23,-93.38,,29039,SRMW,21.96,6.93,0.505,19.32,4.37,1.38,0.315,8.45,0,0,0,0,0,0,0,0,0.41,0,4.18,1.32,0.14,8.55,22.44,20.7,19.67,0,0,0,38.55,19.14,31.29,39.85,MO,0.001574249,0.000292194,0.001866443,0.00103808,0.00027949,0.00131757,0.185576974,0.036954722,0.222531696,0.196575767,0.035347995,0.231923762,0.416579587,-0.040496351,2.787878788,28.25322392,10.0192864,2.819883851,0.212
MO,G2900410,Columbia Regional Airport,724450,38.82,-92.22,65201,29041,SPNO,30.83,9.74,0.645,27.22,3.8,1.2,0.455,7.32,0,0,0,0,0,0,0,0,0.5,0,3.65,1.15,0.2,7.4,31.64,29.19,27.73,0,0,0,41.45,19.17,31.26,48.37,MO,0.001483198,0.000171385,0.001654584,0.001463844,0.000164244,0.001628088,0.260825357,0.032134541,0.292959898,0.27720032,0.030795602,0.307995922,0.016274008,-0.048818907,2.794661191,28.25322392,10.0192864,2.819883851,0.143
MO,G2900430,Springfield Regional Arpt,724400,37.23,-93.38,,29043,SRMW,21.96,6.93,0.505,19.32,4.37,1.38,0.315,8.45,0,0,0,0,0,0,0,0,0.41,0,4.18,1.32,0.14,8.55,22.44,20.7,19.67,0,0,0,38.55,19.14,31.29,39.85,MO,0.001574249,0.000292194,0.001866443,0.00103808,0.00027949,0.00131757,0.185576974,0.036954722,0.222531696,0.196575767,0.035347995,0.231923762,0.416579587,-0.040496351,2.787878788,28.25322392,10.0192864,2.819883851,0.212
IA,G2900450,Keokuk Muni,725456,40.47,-91.43,52632,29045,SRMW,30.19,9.53,0.62,26.25,2.9,0.92,0.43,5.66,0,0,0,0,0,0,0,0,0.49,0,2.78,0.88,0.19,5.73,30.5,28.14,26.73,0,0,0,40.92,19.18,30.97,47.32,MO,0.002149109,0.000194796,0.002343906,0.001411187,0.000186327,0.001597514,0.255201812,0.024636481,0.279838294,0.267229086,0.02356533,0.290794416,0.467220537,-0.037676522,2.754459601,28.25322392,10.0192864,2.819883851,0.212
MO,G2900470,Kansas City Downtown Ap,724463,39.12,-94.6,64105,29047,SPNO,14.19,4.48,0.42,12.81,8.42,2.66,0.19,16.03,0,0,0,0,0,0,0,0,0.375,0,8.1,2.56,0.095,16.19,14.84,13.69,13.01,0,0,0,37.16,19.1,32.44,32.8,MO,0.000699824,0.000379904,0.001079728,0.000686537,0.000365622,0.001052159,0.119968953,0.071231566,0.191200518,0.130005906,0.068553687,0.198559593,0.02620213,-0.037062297,2.859375,28.25322392,10.0192864,2.819883851,0.143
MO,G2900490,Kansas City IntL Arpt,724460,39.3,-94.72,64153,29049,SRMW,32.12,10.14,0.67,28.25,5.34,1.69,0.48,10.36,0,0,0,0,0,0,0,0,0.505,0,5.13,1.62,0.205,10.48,32.86,30.32,28.8,0,0,0,42.4,19.17,31.75,49.48,MO,0.002288854,0.000357832,0.002646687,0.001520512,0.000343011,0.001863522,0.27153687,0.045256145,0.316793016,0.287931268,0.04338163,0.331312898,0.420260106,-0.043825286,2.785996055,28.25322392,10.0192864,2.819883851,0.212
MO,G2900510,Jefferson City Mem,724458,38.58,-92.15,65102,29051,SRMW,19.31,6.1,0.47,17.29,4.56,1.44,0.26,9.17,0,0,0,0,0,0,0,0,0.405,0,4.35,1.37,0.125,9.28,20.03,18.48,17.56,0,0,0,37.68,19.14,31.32,37.62,MO,0.001391098,0.000304898,0.001695997,0.00092675,0.000290077,0.001216827,0.163350583,0.038561449,0.201912032,0.175493728,0.036686934,0.212180662,0.393786469,-0.048395694,2.83442623,28.25322392,10.0192864,2.819883851,0.212
MO,G2900530,Columbia Regional Airport,724450,38.82,-92.22,65201,29053,SRMW,30.83,9.74,0.645,27.22,3.8,1.2,0.455,7.32,0,0,0,0,0,0,0,0,0.5,0,3.65,1.15,0.2,7.4,31.64,29.19,27.73,0,0,0,41.45,19.17,31.26,48.37,MO,0.002198867,0.000254082,0.002452949,0.001463844,0.000243495,0.001707339,0.260825357,0.032134541,0.292959898,0.27720032,0.030795602,0.307995922,0.436708998,-0.048818907,2.794661191,28.25322392,10.0192864,2.819883851,0.212
MO,G2900550,Rolla Natl AP,724420,38.133,-91.767,65580,29055,SRMW,22.77,7.19,0.565,20.3,1.84,0.58,0.345,3.95,0,0,0,0,0,0,0,0,0.45,0,1.75,0.55,0.15,4.01,23.6,21.78,20.69,0,0,0,38.09,19.2,30.56,40.98,MO,0.001642004,0.000122806,0.001764811,0.001092241,0.000116454,0.001208695,0.192539457,0.015531695,0.208071152,0.206831894,0.014728331,0.221560225,0.460095597,-0.060882195,2.823365786,28.25322392,10.0192864,2.819883851,0.212
MO,G2900570,Springfield Regional Arpt,724400,37.23,-93.38,,29057,SRMW,21.96,6.93,0.505,19.32,4.37,1.38,0.315,8.45,0,0,0,0,0,0,0,0,0.41,0,4.18,1.32,0.14,8.55,22.44,20.7,19.67,0,0,0,38.55,19.14,31.29,39.85,MO,0.001574249,0.000292194,0.001866443,0.00103808,0.00027949,0.00131757,0.185576974,0.036954722,0.222531696,0.196575767,0.035347995,0.231923762,0.416579587,-0.040496351,2.787878788,28.25322392,10.0192864,2.819883851,0.212
MO,G2900590,Springfield Regional Arpt,724400,37.23,-93.38,,29059,SRMW,21.96,6.93,0.505,19.32,4.37,1.38,0.315,8.45,0,0,0,0,0,0,0,0,0.41,0,4.18,1.32,0.14,8.55,22.44,20.7,19.67,0,0,0,38.55,19.14,31.29,39.85,MO,0.001574249,0.000292194,0.001866443,0.00103808,0.00027949,0.00131757,0.185576974,0.036954722,0.222531696,0.196575767,0.035347995,0.231923762,0.416579587,-0.040496351,2.787878788,28.25322392,10.0192864,2.819883851,0.212
MO,G2900610,St Joseph Rosecrans Memorial,724490,39.77,-94.9,66024,29061,SRMW,29.73,9.39,0.64,26.81,4.77,1.51,0.42,9.43,0,0,0,0,0,0,0,0,0.515,0,4.59,1.45,0.195,9.54,31.11,28.7,27.27,0,0,0,41.37,19.19,31.58,47.89,MO,0.002123701,0.00031972,0.002443421,0.001439271,0.000307016,0.001746286,0.251452782,0.040435964,0.291888746,0.272547078,0.038829237,0.311376314,0.399209775,-0.062585262,2.855165069,28.25322392,10.0192864,2.819883851,0.212
MO,G2900630,St Joseph Rosecrans Memorial,724490,39.77,-94.9,66024,29063,SRMW,29.73,9.39,0.64,26.81,4.77,1.51,0.42,9.43,0,0,0,0,0,0,0,0,0.515,0,4.59,1.45,0.195,9.54,31.11,28.7,27.27,0,0,0,41.37,19.19,31.58,47.89,MO,0.002123701,0.00031972,0.002443421,0.001439271,0.000307016,0.001746286,0.251452782,0.040435964,0.291888746,0.272547078,0.038829237,0.311376314,0.399209775,-0.062585262,2.855165069,28.25322392,10.0192864,2.819883851,0.212
MO,G2900650,Vichy Rolla Natl Arpt,724456,38.13,-91.77,65580,29065,SRMW,22.77,7.19,0.565,20.3,1.84,0.58,0.345,3.95,0,0,0,0,0,0,0,0,0.45,0,1.75,0.55,0.15,4.01,23.61,21.78,20.69,0,0,0,38.09,19.2,30.56,40.98,MO,0.001642004,0.000122806,0.001764811,0.001092241,0.000116454,0.001208695,0.192539457,0.015531695,0.208071152,0.206831894,0.014728331,0.221560225,0.460095597,-0.060882195,2.823365786,28.25322392,10.0192864,2.819883851,0.212
AR,G2900670,Flippin  Awos,723447,36.3,-92.47,72635,29067,SRMW,10.72,3.38,0.36,9.77,6.01,1.9,0.14,11.45,0,0,0,0,0,0,0,0,0.32,0,5.72,1.81,0.07,11.55,11.3,10.43,9.9,0,0,0,35.19,19.05,31.62,29.48,MO,0.000791889,0.000402296,0.001194185,0.000523052,0.00038324,0.000906292,0.09051229,0.05087969,0.14139198,0.099047596,0.048469599,0.147517196,0.317659881,-0.041522046,2.890532544,28.25322392,10.0192864,2.819883851,0.212
MO,G2900690,Poplar Bluff Amos,723300,36.77,-90.47,63901,29069,SRMW,15.9,5.02,0.415,14.69,5.33,1.68,0.205,10.69,0,0,0,0,0,0,0,0,0.375,0,5.1,1.61,0.105,10.81,16.99,15.68,14.89,0,0,0,36.74,19.11,31.51,34.78,MO,0.001150779,0.000355715,0.001506494,0.000786333,0.000340893,0.001127227,0.134429496,0.044988357,0.179417853,0.148903769,0.043113842,0.192017612,0.336460725,-0.065617722,2.926294821,28.25322392,10.0192864,2.819883851,0.212
MO,G2900710,St Louis Spirit Of St Louis A,724345,38.65,-90.65,63005,29071,SRMW,19.18,6.06,0.465,17.38,3.94,1.24,0.255,7.51,0,0,0,0,0,0,0,0,0.405,0,3.78,1.19,0.125,7.59,20.12,18.56,17.63,0,0,0,37.43,19.13,31.14,37.69,MO,0.00138157,0.000262551,0.001644122,0.000930762,0.000251965,0.001182726,0.162279431,0.033205692,0.195485124,0.176253441,0.031866753,0.208120194,0.390111565,-0.060710449,2.867986799,28.25322392,10.0192864,2.819883851,0.212
MO,G2900730,Rolla Natl AP,724420,38.133,-91.767,65580,29073,SRMW,22.77,7.19,0.565,20.3,1.84,0.58,0.345,3.95,0,0,0,0,0,0,0,0,0.45,0,1.75,0.55,0.15,4.01,23.6,21.78,20.69,0,0,0,38.09,19.2,30.56,40.98,MO,0.001642004,0.000122806,0.001764811,0.001092241,0.000116454,0.001208695,0.192539457,0.015531695,0.208071152,0.206831894,0.014728331,0.221560225,0.460095597,-0.060882195,2.823365786,28.25322392,10.0192864,2.819883851,0.212
MO,G2900750,St Joseph Rosecrans Memorial,724490,39.77,-94.9,66024,29075,SPNO,29.73,9.39,0.64,26.81,4.77,1.51,0.42,9.43,0,0,0,0,0,0,0,0,0.515,0,4.59,1.45,0.195,9.54,31.11,28.7,27.27,0,0,0,41.37,19.19,31.58,47.89,MO,0.001432497,0.00021566,0.001648157,0.001439271,0.000207091,0.001646361,0.251452782,0.040435964,0.291888746,0.272547078,0.038829237,0.311376314,0.001090356,-0.062585262,2.855165069,28.25322392,10.0192864,2.819883851,0.143
MO,G2900770,Springfield Regional Arpt,724400,37.23,-93.38,,29077,SRMW,21.96,6.93,0.505,19.32,4.37,1.38,0.315,8.45,0,0,0,0,0,0,0,0,0.41,0,4.18,1.32,0.14,8.55,22.44,20.7,19.67,0,0,0,38.55,19.14,31.29,39.85,MO,0.001574249,0.000292194,0.001866443,0.00103808,0.00027949,0.00131757,0.185576974,0.036954722,0.222531696,0.196575767,0.035347995,0.231923762,0.416579587,-0.040496351,2.787878788,28.25322392,10.0192864,2.819883851,0.212
IA,G2900790,Chariton,725469,41.03,-93.37,,29079,SPNO,32.44,10.24,0.685,27.75,4.72,1.49,0.465,9.54,0,0,0,0,0,0,0,0,0.545,0,4.51,1.42,0.205,9.66,32.27,29.77,28.28,0,0,0,42.3,19.2,31.59,48.96,MO,0.001560322,0.000212804,0.001773125,0.00149293,0.000202806,0.001695736,0.274214749,0.039900388,0.314115137,0.28270824,0.038025873,0.320734114,0.045637455,-0.020636959,2.709960938,28.25322392,10.0192864,2.819883851,0.143
IA,G2900810,Creston,725474,41.02,-94.37,50801,29081,SPNO,38.71,12.22,0.77,33.35,2.27,0.72,0.57,4.74,0,0,0,0,0,0,0,0,0.58,0,2.17,0.69,0.25,4.81,38.79,35.79,34,0,0,0,43.7,19.23,30.93,55.02,MO,0.001855247,0.000102831,0.001958079,0.001794826,9.85E-05,0.001893372,0.327236741,0.019280725,0.346517466,0.339876652,0.018477361,0.358354013,0.034175097,-0.033030318,2.72913257,28.25322392,10.0192864,2.819883851,0.143
MO,G2900830,Whiteman Afb,724467,38.72,-93.55,65305,29083,SPNO,24.69,7.8,0.58,22.15,5.01,1.58,0.36,9.57,0,0,0,0,0,0,0,0,0.465,0,4.8,1.51,0.165,9.67,25.72,23.72,22.54,0,0,0,39.73,19.14,31.56,42.87,MO,0.001196842,0.000225657,0.001422499,0.00118953,0.00021566,0.00140519,0.208874516,0.042310479,0.251184995,0.225254937,0.040435964,0.265690901,0.012318205,-0.054596924,2.83974359,28.25322392,10.0192864,2.819883851,0.143
MO,G2900850,Springfield Regional Arpt,724400,37.23,-93.38,,29085,SRMW,21.96,6.93,0.505,19.32,4.37,1.38,0.315,8.45,0,0,0,0,0,0,0,0,0.41,0,4.18,1.32,0.14,8.55,22.44,20.7,19.67,0,0,0,38.55,19.14,31.29,39.85,MO,0.001574249,0.000292194,0.001866443,0.00103808,0.00027949,0.00131757,0.185576974,0.036954722,0.222531696,0.196575767,0.035347995,0.231923762,0.416579587,-0.040496351,2.787878788,28.25322392,10.0192864,2.819883851,0.212
NE,G2900870,Falls City Brenner,725533,40.08,-95.6,68355,29087,SPNO,36.44,11.51,0.78,29.93,2.97,0.94,0.58,5.84,0,0,0,0,0,0,0,0,0.545,0,2.85,0.9,0.225,5.91,34.96,32.26,30.64,0,0,0,43.23,19.2,31.09,51.45,MO,0.001755273,0.000134252,0.001889524,0.001617801,0.000128539,0.00174634,0.308223805,0.025172057,0.333395862,0.306354311,0.024100906,0.330455217,0.081991412,0.00889877,2.600347524,28.25322392,10.0192864,2.819883851,0.143
MO,G2900890,Columbia Regional Airport,724450,38.82,-92.22,65201,29089,SRMW,30.83,9.74,0.645,27.22,3.8,1.2,0.455,7.32,0,0,0,0,0,0,0,0,0.5,0,3.65,1.15,0.2,7.4,31.64,29.19,27.73,0,0,0,41.45,19.17,31.26,48.37,MO,0.002198867,0.000254082,0.002452949,0.001463844,0.000243495,0.001707339,0.260825357,0.032134541,0.292959898,0.27720032,0.030795602,0.307995922,0.436708998,-0.048818907,2.794661191,28.25322392,10.0192864,2.819883851,0.212
AR,G2900910,Flippin  Awos,723447,36.3,-92.47,72635,29091,SRMW,10.72,3.38,0.36,9.77,6.01,1.9,0.14,11.45,0,0,0,0,0,0,0,0,0.32,0,5.72,1.81,0.07,11.55,11.3,10.43,9.9,0,0,0,35.19,19.05,31.62,29.48,MO,0.000791889,0.000402296,0.001194185,0.000523052,0.00038324,0.000906292,0.09051229,0.05087969,0.14139198,0.099047596,0.048469599,0.147517196,0.317659881,-0.041522046,2.890532544,28.25322392,10.0192864,2.819883851,0.212
MO,G2900930,Farmington,724454,37.77,-90.4,,29093,SRMW,20.09,6.34,0.495,17.52,2.94,0.93,0.285,5.73,0,0,0,0,0,0,0,0,0.41,0,2.82,0.89,0.13,5.79,20.35,18.77,17.83,0,0,0,37.46,19.17,30.84,37.94,MO,0.001447208,0.000196913,0.001644122,0.000941293,0.000188444,0.001129737,0.169777491,0.024904269,0.19468176,0.178247688,0.023833118,0.202080806,0.4553134,-0.036614292,2.76340694,28.25322392,10.0192864,2.819883851,0.212
MO,G2900950,Kansas City Downtown Ap,724463,39.12,-94.6,64105,29095,SPNO,14.19,4.48,0.42,12.81,8.42,2.66,0.19,16.03,0,0,0,0,0,0,0,0,0.375,0,8.1,2.56,0.095,16.19,14.84,13.69,13.01,0,0,0,37.16,19.1,32.44,32.8,MO,0.000699824,0.000379904,0.001079728,0.000686537,0.000365622,0.001052159,0.119968953,0.071231566,0.191200518,0.130005906,0.068553687,0.198559593,0.02620213,-0.037062297,2.859375,28.25322392,10.0192864,2.819883851,0.143
MO,G2900970,Joplin Municipal Ap,723495,37.15,-94.5,64870,29097,SPNO,14.36,4.53,0.39,12.76,9.05,2.86,0.2,16.63,0,0,0,0,0,0,0,0,0.335,0,8.72,2.75,0.095,16.79,14.81,13.67,12.98,0,0,0,37.4,19.04,32.6,32.71,MO,0.00070268,0.000408469,0.001111149,0.000685534,0.000392758,0.001078292,0.121307892,0.076587322,0.197895214,0.129815977,0.073641656,0.203457634,0.030470796,-0.027339448,2.816777042,28.25322392,10.0192864,2.819883851,0.143
MO,G2900990,St Louis Spirit Of St Louis A,724345,38.65,-90.65,63005,29099,SRMW,19.18,6.06,0.465,17.38,3.94,1.24,0.255,7.51,0,0,0,0,0,0,0,0,0.405,0,3.78,1.19,0.125,7.59,20.12,18.56,17.63,0,0,0,37.43,19.13,31.14,37.69,MO,0.00138157,0.000262551,0.001644122,0.000930762,0.000251965,0.001182726,0.162279431,0.033205692,0.195485124,0.176253441,0.031866753,0.208120194,0.390111565,-0.060710449,2.867986799,28.25322392,10.0192864,2.819883851,0.212
MO,G2901010,Whiteman Afb,724467,38.72,-93.55,65305,29101,SPNO,24.69,7.8,0.58,22.15,5.01,1.58,0.36,9.57,0,0,0,0,0,0,0,0,0.465,0,4.8,1.51,0.165,9.67,25.72,23.72,22.54,0,0,0,39.73,19.14,31.56,42.87,MO,0.001196842,0.000225657,0.001422499,0.00118953,0.00021566,0.00140519,0.208874516,0.042310479,0.251184995,0.225254937,0.040435964,0.265690901,0.012318205,-0.054596924,2.83974359,28.25322392,10.0192864,2.819883851,0.143
MO,G2901030,Kirksville Regional Ap,724455,40.1,-92.55,,29103,SRMW,49,15.47,0.985,40.9,1.67,0.53,0.815,3.47,0,0,0,0,0,0,0,0,0.635,0,1.61,0.51,0.315,3.53,47.8,44.1,41.89,0,0,0,47.21,19.25,30.88,63.35,MO,0.003484098,0.00011222,0.003596318,0.002211562,0.000107985,0.002319547,0.41426779,0.014192756,0.428460545,0.418791851,0.01365718,0.432449031,0.550439521,-0.009223019,2.643826761,28.25322392,10.0192864,2.819883851,0.212
MO,G2901050,Kaiser Mem  Awos,724459,38.1,-92.55,,29105,SRMW,18.9,5.97,0.465,16.75,4.91,1.55,0.245,9.16,0,0,0,0,0,0,0,0,0.41,0,4.71,1.49,0.12,9.26,19.39,17.89,17,0,0,0,37.64,19.15,31.43,37.04,MO,0.001362514,0.000328189,0.001690703,0.000897162,0.000315485,0.001212647,0.159869341,0.041507115,0.201376456,0.169890844,0.039900388,0.209791232,0.394225265,-0.040110236,2.805695142,28.25322392,10.0192864,2.819883851,0.212
MO,G2901070,Whiteman Afb,724467,38.72,-93.55,65305,29107,SPNO,24.69,7.8,0.58,22.15,5.01,1.58,0.36,9.57,0,0,0,0,0,0,0,0,0.465,0,4.8,1.51,0.165,9.67,25.72,23.72,22.54,0,0,0,39.73,19.14,31.56,42.87,MO,0.001196842,0.000225657,0.001422499,0.00118953,0.00021566,0.00140519,0.208874516,0.042310479,0.251184995,0.225254937,0.040435964,0.265690901,0.012318205,-0.054596924,2.83974359,28.25322392,10.0192864,2.819883851,0.143
MO,G2901090,Springfield Regional Arpt,724400,37.23,-93.38,,29109,SRMW,21.96,6.93,0.505,19.32,4.37,1.38,0.315,8.45,0,0,0,0,0,0,0,0,0.41,0,4.18,1.32,0.14,8.55,22.44,20.7,19.67,0,0,0,38.55,19.14,31.29,39.85,MO,0.001574249,0.000292194,0.001866443,0.00103808,0.00027949,0.00131757,0.185576974,0.036954722,0.222531696,0.196575767,0.035347995,0.231923762,0.416579587,-0.040496351,2.787878788,28.25322392,10.0192864,2.819883851,0.212
IA,G2901110,Keokuk Muni,725456,40.47,-91.43,52632,29111,SRMW,30.19,9.53,0.62,26.25,2.9,0.92,0.43,5.66,0,0,0,0,0,0,0,0,0.49,0,2.78,0.88,0.19,5.73,30.5,28.14,26.73,0,0,0,40.92,19.18,30.97,47.32,MO,0.002149109,0.000194796,0.002343906,0.001411187,0.000186327,0.001597514,0.255201812,0.024636481,0.279838294,0.267229086,0.02356533,0.290794416,0.467220537,-0.037676522,2.754459601,28.25322392,10.0192864,2.819883851,0.212
MO,G2901130,St Louis Spirit Of St Louis A,724345,38.65,-90.65,63005,29113,SRMW,19.18,6.06,0.465,17.38,3.94,1.24,0.255,7.51,0,0,0,0,0,0,0,0,0.405,0,3.78,1.19,0.125,7.59,20.12,18.56,17.63,0,0,0,37.43,19.13,31.14,37.69,MO,0.00138157,0.000262551,0.001644122,0.000930762,0.000251965,0.001182726,0.162279431,0.033205692,0.195485124,0.176253441,0.031866753,0.208120194,0.390111565,-0.060710449,2.867986799,28.25322392,10.0192864,2.819883851,0.212
